Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes
genome_966	81.76	12.87	Neural Network (Specific Model)	11	0.898	160724	322.69728011303425	3047566	0.5	2831	None
genome_968	89.86	26.88	Neural Network (Specific Model)	11	0.889	103252	315.9485557663926	5047319	0.51	4743	None
genome_97	78.38	10.8	Gradient Boost (General Model)	11	0.865	8906	279.67695167286246	2601789	0.61	2690	None
genome_975	97.24	17.13	Gradient Boost (General Model)	11	0.873	264868	344.7171985815603	6666539	0.58	5640	None
genome_978	92.57	20.68	Neural Network (Specific Model)	11	0.874	978912	284.8325268817204	3630630	0.41	3720	None
genome_985	100.0	70.63	Neural Network (Specific Model)	11	0.901	2839791	313.9199747952111	4968215	0.37	4761	None
genome_995	64.83	0.0	Neural Network (Specific Model)	11	0.951	1392732	307.7543014452856	1403946	0.67	1453	None
genome_996	100.0	34.94	Neural Network (Specific Model)	11	0.882	75903	312.08374223094535	9722892	0.61	9171	None
genome_100	97.04	16.65	Gradient Boost (General Model)	11	0.844	52401	307.1262998266898	5029663	0.44	4616	None
genome_107	99.21	3.6	Neural Network (Specific Model)	4	0.883	978015	342.3534246575342	1270234	0.36	1095	None
genome_114	100.0	47.17	Neural Network (Specific Model)	11	0.844	2479762	297.61839298411945	4457154	0.33	4219	None
genome_115	84.74	29.05	Neural Network (Specific Model)	11	0.898	50112	316.6956627680312	4332982	0.67	4104	None
genome_118	81.08	13.59	Neural Network (Specific Model)	11	0.846	2655537	303.23006766696085	3647759	0.3	3399	None
genome_119	83.59	0.19	Neural Network (Specific Model)	11	0.887	286283	318.10986775178026	2113308	0.27	1966	None
genome_124	94.73	103.68	Neural Network (Specific Model)	11	0.909	53643	284.00440711791117	11200481	0.45	12026	None
genome_125	58.67	0.1	Neural Network (Specific Model)	11	0.898	293948	306.9738124238733	1682389	0.38	1642	None
genome_130	100.0	5.15	Neural Network (Specific Model)	11	0.834	2850020	299.22280701754386	3061352	0.33	2850	None
genome_134	100.0	29.1	Neural Network (Specific Model)	11	0.863	672686	312.12528354562903	6208501	0.58	5731	None
genome_135	99.5	39.73	Gradient Boost (General Model)	11	0.895	6955292	346.4492863219586	12249595	0.45	10579	None
genome_136	67.67	0.14	Neural Network (Specific Model)	11	0.855	125345	340.79099225897255	3392252	0.66	2842	None
genome_141	100.0	24.35	Neural Network (Specific Model)	11	0.842	629355	289.1219081272085	3490511	0.33	3396	None
genome_142	99.73	52.08	Neural Network (Specific Model)	11	0.879	4893408	297.3008197695141	8524278	0.53	8417	None
genome_144	86.31	20.03	Gradient Boost (General Model)	11	0.907	143197	365.8125555753157	6789622	0.49	5623	None
genome_153	74.79	0.02	Neural Network (Specific Model)	11	0.935	491900	318.0781710914454	1381357	0.36	1356	None
genome_155	99.92	22.99	Neural Network (Specific Model)	11	0.926	1291225	319.2122262773723	5652478	0.66	5480	None
genome_156	57.79	2.35	Neural Network (Specific Model)	11	0.918	18811	331.2997572815534	889604	0.53	824	None
genome_162	100.0	2.88	Neural Network (Specific Model)	11	0.871	5204756	308.9258791704238	5890811	0.56	5545	None
genome_165	98.67	49.59	Gradient Boost (General Model)	11	0.887	210910	314.9110758936433	6036431	0.49	5679	None
genome_169	56.01	3.18	Neural Network (Specific Model)	11	0.915	51186	325.48456057007127	1343547	0.47	1263	None
genome_171	66.27	6.04	Neural Network (Specific Model)	11	0.93	51400	304.5235478806907	1246164	0.31	1274	None
genome_173	100.0	22.5	Neural Network (Specific Model)	11	0.856	1703013	290.98496692723995	3384232	0.34	3326	None
genome_175	85.0	21.45	Neural Network (Specific Model)	11	0.874	21077	303.75726795096324	2972087	0.47	2855	None
genome_176	96.13	34.5	Gradient Boost (General Model)	11	0.877	288875	313.3445196600893	7430928	0.47	6943	None
genome_180	82.56	7.57	Neural Network (Specific Model)	11	0.849	283720	321.5468956406869	5153967	0.67	4542	None
genome_184	99.19	1.74	Neural Network (Specific Model)	4	0.863	744237	296.41392649903287	1062136	0.25	1034	None
genome_186	80.04	21.92	Gradient Boost (General Model)	11	0.9	6056	320.6108940473454	4640203	0.4	4351	None
genome_189	100.0	14.11	Neural Network (Specific Model)	11	0.913	2077249	306.3361813999343	3055650	0.38	3043	None
genome_190	86.02	12.56	Neural Network (Specific Model)	11	0.874	10456	284.5994199746239	5379196	0.52	5517	None
genome_196	58.32	0.39	Neural Network (Specific Model)	11	0.913	649009	294.64181398923904	1254899	0.56	1301	None
genome_200	79.92	7.43	Neural Network (Specific Model)	11	0.89	766563	322.59710407239817	5995053	0.71	5525	None
genome_202	95.28	25.55	Gradient Boost (General Model)	11	0.881	14413	305.76483762597985	6497307	0.55	6251	None
genome_208	96.94	20.58	Gradient Boost (General Model)	11	0.905	2971910	353.43227879387047	4734168	0.57	4046	None
genome_209	93.34	35.57	Gradient Boost (General Model)	11	0.917	60302	331.34586850857	4230400	0.55	3909	None
genome_217	74.65	11.83	Neural Network (Specific Model)	4	0.898	84367	351.49235474006116	1149598	0.28	981	None
genome_220	98.63	37.06	Gradient Boost (General Model)	11	0.868	846779	319.1945404284727	3187225	0.48	2894	None
genome_223	100.0	54.31	Neural Network (Specific Model)	11	0.875	846784	312.9917491749175	5841474	0.49	5454	None
genome_228	100.0	25.89	Neural Network (Specific Model)	11	0.863	4731053	328.7674609695974	6949532	0.53	6085	None
genome_23	98.68	61.43	Neural Network (Specific Model)	11	0.853	36584	301.4280616382806	6521476	0.46	6165	None
genome_238	93.97	8.15	Neural Network (Specific Model)	11	0.904	67081	293.3948012232416	3171906	0.57	3270	None
genome_239	99.64	89.37	Neural Network (Specific Model)	11	0.875	87180	298.6524983470294	10820895	0.47	10587	None
genome_24	98.79	52.54	Gradient Boost (General Model)	11	0.887	727871	331.9834734705712	7735225	0.47	6898	None
genome_242	88.78	3.69	Neural Network (Specific Model)	4	0.899	817156	336.97926267281105	1456218	0.45	1302	None
genome_244	95.41	25.34	Neural Network (Specific Model)	11	0.89	265796	296.4293716512421	4093068	0.51	4106	None
genome_249	100.0	44.5	Neural Network (Specific Model)	11	0.905	971464	300.0271182042299	7649552	0.52	7707	None
genome_250	74.59	4.16	Neural Network (Specific Model)	11	0.902	101356	322.8915159944367	2313240	0.46	2157	None
genome_253	46.94	0.03	Neural Network (Specific Model)	11	0.905	127241	311.3747544204322	2095759	0.68	2036	None
genome_259	79.59	9.83	Neural Network (Specific Model)	11	0.865	57905	297.58741798533384	2669040	0.4	2591	None
genome_261	76.98	5.29	Neural Network (Specific Model)	11	0.898	44176	325.63712725745484	5173233	0.73	4762	None
genome_271	100.0	45.06	Neural Network (Specific Model)	11	0.868	33276	319.8483715963695	8270595	0.59	7492	None
genome_272	100.0	63.79	Neural Network (Specific Model)	11	0.832	5874197	275.5812649164678	8296917	0.49	8380	None
genome_276	100.0	5.42	Neural Network (Specific Model)	11	0.884	4214154	301.453560371517	4617836	0.46	4522	None
genome_28	98.16	36.0	Gradient Boost (General Model)	11	0.852	20280	288.98192108159094	6464500	0.44	6361	None
genome_281	90.26	4.95	Neural Network (Specific Model)	4	0.932	580076	352.7673098751419	995511	0.41	881	None
genome_283	82.09	0.86	Neural Network (Specific Model)	11	0.902	3670973	323.15366637452524	3670973	0.66	3423	None
genome_286	89.96	0.2	Neural Network (Specific Model)	11	0.855	140284	306.10138017565873	4273544	0.4	3985	None
genome_29	91.44	29.9	Neural Network (Specific Model)	11	0.856	61178	278.83788395904435	2855473	0.47	2930	None
genome_290	100.0	37.35	Gradient Boost (General Model)	11	0.882	4168905	306.848890195502	7086256	0.55	6803	None
genome_293	82.94	20.77	Neural Network (Specific Model)	11	0.873	52652	307.0856334041047	4467043	0.39	4239	None
genome_294	88.0	24.32	Gradient Boost (General Model)	11	0.896	206314	313.5915459510805	4414403	0.51	4211	None
genome_300	80.82	6.46	Neural Network (Specific Model)	11	0.876	218611	297.6323877068558	3442855	0.44	3384	None
genome_304	79.72	6.01	Neural Network (Specific Model)	11	0.892	360523	327.3180841264968	3577197	0.6	3257	None
genome_308	85.59	0.14	Neural Network (Specific Model)	11	0.838	732906	296.46894171779144	2762892	0.45	2608	None
genome_315	99.99	1.03	Neural Network (Specific Model)	11	0.866	2878842	320.67628945342574	2878842	0.57	2598	None
genome_316	100.0	70.35	Gradient Boost (General Model)	11	0.871	4909965	296.98092879256967	8246723	0.46	8075	None
genome_318	100.0	64.19	Neural Network (Specific Model)	11	0.889	292883	349.71930379746834	7445468	0.61	6320	None
genome_32	73.32	14.04	Neural Network (Specific Model)	11	0.873	32515	301.4987170515512	4433768	0.51	4287	None
genome_323	66.93	0.0	Neural Network (Specific Model)	11	0.875	137718	307.06232492997196	2999835	0.52	2856	None
genome_325	100.0	25.29	Neural Network (Specific Model)	11	0.854	3077720	288.28606011700623	5006914	0.52	4957	None
genome_337	52.81	0.19	Neural Network (Specific Model)	11	0.853	191679	324.3970080552359	2966945	0.65	2607	None
genome_339	100.0	53.41	Neural Network (Specific Model)	11	0.841	462001	300.4848717554907	6968672	0.43	6511	None
genome_341	74.21	0.01	Neural Network (Specific Model)	11	0.842	778861	298.10461114934617	1540413	0.52	1453	None
genome_344	77.68	0.11	Neural Network (Specific Model)	11	0.876	104545	337.85963938973646	4164522	0.66	3605	None
genome_349	97.12	7.21	Neural Network (Specific Model)	11	0.864	1485830	289.8332280480101	1587574	0.57	1583	None
genome_350	97.99	53.91	Gradient Boost (General Model)	11	0.864	103641	316.9123076923077	7852346	0.56	7150	None
genome_351	86.2	18.47	Neural Network (Specific Model)	11	0.861	76979	326.03348162022945	4841914	0.56	4271	None
genome_352	100.0	45.85	Neural Network (Specific Model)	11	0.869	13273	284.77832750090505	8130535	0.51	8287	None
genome_355	99.99	15.4	Neural Network (Specific Model)	11	0.852	1731838	276.71114662405114	2432658	0.43	2503	None
genome_359	74.34	8.69	Gradient Boost (General Model)	11	0.895	1098138	319.54566210045664	3747314	0.63	3504	None
genome_361	99.58	0.63	Neural Network (Specific Model)	11	0.851	446457	283.55403556771546	1456049	0.35	1462	None
genome_362	98.64	91.37	Neural Network (Specific Model)	11	0.909	120657	300.9412577747063	8600874	0.4	8682	None
genome_363	100.0	28.98	Neural Network (Specific Model)	11	0.837	4204879	308.27250608272504	5442550	0.33	4932	None
genome_365	72.62	19.74	Gradient Boost (General Model)	11	0.9	196146	318.3181324647123	2925173	0.5	2763	None
genome_378	100.0	84.35	Neural Network (Specific Model)	11	0.866	150197	301.20172910662825	8312870	0.47	7981	None
genome_392	71.12	7.08	Neural Network (Specific Model)	11	0.881	52982	316.06172069825436	3447921	0.56	3208	None
genome_393	99.98	0.09	Neural Network (Specific Model)	11	0.934	692663	301.71869736103315	1720120	0.3	1781	None
genome_396	99.97	0.28	Neural Network (Specific Model)	11	0.865	702397	323.1332599118943	3045310	0.6	2724	None
genome_404	62.96	0.03	Neural Network (Specific Model)	11	0.875	2526632	298.8390349297803	2838068	0.7	2777	None
genome_407	75.04	23.2	Gradient Boost (General Model)	11	0.882	526010	293.74203471764446	4536563	0.44	4551	None
genome_408	100.0	49.9	Gradient Boost (General Model)	11	0.886	354091	304.2077189383254	8019235	0.48	7799	None
genome_411	56.9	5.19	Neural Network (Specific Model)	11	0.872	107251	308.1221789883268	1358988	0.44	1285	None
genome_412	100.0	59.41	Gradient Boost (General Model)	11	0.869	3727721	294.7134109916368	6800827	0.42	6696	None
genome_417	81.67	23.58	Gradient Boost (General Model)	11	0.901	23642	302.6568144499179	3062840	0.46	3045	None
genome_418	100.0	38.01	Neural Network (Specific Model)	11	0.878	2211860	309.24047998040896	8615431	0.55	8167	None
genome_419	84.78	44.42	Neural Network (Specific Model)	4	0.871	42060	297.5739719157472	8151863	0.32	7976	None
genome_423	100.0	73.58	Gradient Boost (General Model)	11	0.897	77108	328.0065578657128	14682252	0.65	13419	None
genome_424	71.08	5.87	Gradient Boost (General Model)	11	0.905	42390	315.6988600379987	3301861	0.73	3158	None
genome_430	83.91	10.16	Neural Network (Specific Model)	11	0.902	276537	328.68445927161525	3924305	0.64	3597	None
genome_431	74.26	0.0	Neural Network (Specific Model)	11	0.877	278638	314.4067847493245	3578030	0.51	3331	None
genome_432	84.78	12.78	Neural Network (Specific Model)	11	0.817	8669	243.39898428820823	5610754	0.41	6301	None
genome_434	100.0	44.86	Neural Network (Specific Model)	11	0.867	5257213	319.9	9074992	0.57	8210	None
genome_437	100.0	21.31	Neural Network (Specific Model)	11	0.86	2024930	310.5344827586207	3075019	0.53	2842	None
genome_440	86.97	0.01	Neural Network (Specific Model)	11	0.948	28597	335.44070796460176	598942	0.26	565	None
genome_445	100.0	23.01	Neural Network (Specific Model)	11	0.837	2789499	293.3805649717514	4645616	0.39	4425	None
genome_447	76.13	0.04	Neural Network (Specific Model)	11	0.829	87790	298.71011575239055	2143886	0.33	1987	None
genome_448	87.87	28.38	Neural Network (Specific Model)	11	0.829	60499	297.6795285760413	6656609	0.46	6194	None
genome_450	81.11	0.47	Neural Network (Specific Model)	11	0.914	565216	305.6223776223776	1574725	0.39	1573	None
genome_454	72.11	0.02	Neural Network (Specific Model)	11	0.888	912459	318.7208549222798	3320913	0.55	3088	None
genome_455	92.48	0.43	Neural Network (Specific Model)	11	0.89	389646	324.83576233183857	5850356	0.66	5352	None
genome_459	42.0	0.78	Neural Network (Specific Model)	11	0.909	404733	314.0652173913044	1904313	0.28	1840	None
genome_461	64.3	10.09	Neural Network (Specific Model)	11	0.896	45671	323.7	1092087	0.35	1010	None
genome_463	100.0	33.4	Neural Network (Specific Model)	11	0.877	4966419	309.1755573248408	7956427	0.57	7536	None
genome_466	99.99	74.5	Gradient Boost (General Model)	11	0.9	90017	297.0559534844527	11725494	0.61	11867	None
genome_468	99.46	17.04	Neural Network (Specific Model)	11	0.886	530607	309.6227200634417	5276157	0.52	5044	None
genome_470	95.39	44.14	Gradient Boost (General Model)	11	0.906	40168	307.36343906510854	6083101	0.53	5990	None
genome_475	85.11	1.83	Neural Network (Specific Model)	11	0.879	339774	319.41660649819494	4522283	0.57	4155	None
genome_479	91.24	24.82	Gradient Boost (General Model)	11	0.897	54476	321.8250281848929	4766572	0.61	4435	None
genome_48	100.0	75.76	Neural Network (Specific Model)	11	0.877	864287	296.623429209718	7237420	0.47	7162	None
genome_481	77.62	1.01	Neural Network (Specific Model)	11	0.904	156552	362.8636363636364	5182314	0.42	4312	None
genome_488	96.9	0.42	Neural Network (Specific Model)	4	0.898	665445	365.15850515463916	943233	0.37	776	None
genome_492	100.0	86.15	Neural Network (Specific Model)	11	0.876	443486	299.41195392757083	9856961	0.46	9637	None
genome_503	96.24	0.0	Neural Network (Specific Model)	11	0.914	1513574	322.3314724354501	1513574	0.39	1433	None
genome_509	99.64	83.36	Gradient Boost (General Model)	11	0.863	895353	316.1603462489695	15968049	0.58	14556	None
genome_518	100.0	36.45	Gradient Boost (General Model)	11	0.892	4283612	354.43872686483456	8486743	0.42	7132	None
genome_519	92.73	17.76	Gradient Boost (General Model)	11	0.808	3041837	320.2632888486768	5244768	0.42	4421	None
genome_524	100.0	44.92	Neural Network (Specific Model)	11	0.857	1084536	313.24558139534884	3530760	0.39	3225	None
genome_526	100.0	36.87	Neural Network (Specific Model)	11	0.903	2169548	316.9240121580547	3109032	0.34	2961	None
genome_530	69.6	11.83	Neural Network (Specific Model)	11	0.918	165242	297.18996062992125	984012	0.49	1016	None
genome_536	100.0	33.33	Neural Network (Specific Model)	11	0.881	7485	278.65749486652976	6913763	0.5	7305	None
genome_538	47.76	1.77	Neural Network (Specific Model)	11	0.909	3162	247.40889649272881	952239	0.39	1169	None
genome_539	100.0	36.51	Neural Network (Specific Model)	11	0.877	160686	310.6213170400543	7807654	0.56	7365	None
genome_54	100.0	92.01	Neural Network (Specific Model)	11	0.865	4680845	311.71168137482584	9299378	0.46	8612	None
genome_540	97.14	18.0	Gradient Boost (General Model)	11	0.88	2079525	309.2983286908078	3778037	0.54	3590	None
genome_543	100.0	48.09	Neural Network (Specific Model)	11	0.88	344084	317.8291407222914	8683466	0.5	8030	None
genome_545	77.21	12.76	Neural Network (Specific Model)	11	0.858	425214	310.907476635514	2321768	0.35	2140	None
genome_546	100.0	15.62	Neural Network (Specific Model)	11	0.881	4965329	303.0391493475109	6395391	0.49	6207	None
genome_553	98.23	55.71	Gradient Boost (General Model)	11	0.887	80768	325.1618327028163	7837231	0.54	7137	None
genome_556	100.0	58.53	Gradient Boost (General Model)	11	0.883	1556432	301.4463065618151	7928280	0.44	7757	None
genome_557	89.65	41.32	Gradient Boost (General Model)	11	0.855	87415	296.57879072681703	6635392	0.39	6384	None
genome_561	86.03	0.06	Neural Network (Specific Model)	11	0.912	1023008	318.9539045553145	1931550	0.27	1844	None
genome_562	91.55	61.66	Gradient Boost (General Model)	11	0.87	623601	297.3435189060974	7338778	0.47	7167	None
genome_565	85.58	14.9	Gradient Boost (General Model)	11	0.882	21599	296.8741573033708	5378731	0.59	5340	None
genome_57	95.94	42.44	Gradient Boost (General Model)	11	0.882	489139	309.5291920309906	7585803	0.54	7228	None
genome_574	80.91	0.51	Neural Network (Specific Model)	11	0.9	300350	344.9633204633205	6538617	0.71	5698	None
genome_578	82.39	0.26	Neural Network (Specific Model)	11	0.907	941877	328.17329149232916	3108465	0.7	2868	None
genome_581	72.38	0.5	Neural Network (Specific Model)	11	0.922	762968	330.6284437825763	1440266	0.42	1343	None
genome_586	100.0	18.27	Neural Network (Specific Model)	11	0.922	1502102	307.3370835136305	2299630	0.39	2311	None
genome_59	79.65	4.01	Neural Network (Specific Model)	11	0.866	444107	329.87335009428034	3627696	0.4	3182	None
genome_592	81.8	0.5	Neural Network (Specific Model)	11	0.903	775817	325.2747219717463	3583101	0.66	3327	None
genome_597	98.27	55.49	Neural Network (Specific Model)	11	0.846	287879	302.71794871794873	4219819	0.35	3939	None
genome_598	98.11	57.63	Gradient Boost (General Model)	11	0.876	19027	274.22105132655594	7550388	0.43	8066	None
genome_599	100.0	60.49	Neural Network (Specific Model)	11	0.88	688305	307.69157163455236	7994181	0.48	7629	None
genome_600	85.8	3.43	Neural Network (Specific Model)	11	0.92	847923	378.10127697049757	5595619	0.42	4542	None
genome_602	56.5	1.58	Neural Network (Specific Model)	11	0.877	77852	289.6831584207896	1977894	0.46	2001	None
genome_610	82.44	13.9	Neural Network (Specific Model)	11	0.888	520855	314.861754558896	4310435	0.41	4058	None
genome_616	95.3	30.8	Gradient Boost (General Model)	11	0.902	251131	311.2680986475736	6489509	0.54	6285	None
genome_617	94.15	59.35	Gradient Boost (General Model)	11	0.866	96382	328.6174751607247	7775793	0.5	6844	None
genome_627	70.7	10.87	Neural Network (Specific Model)	11	0.877	100451	304.57312146512254	3861053	0.56	3713	None
genome_630	83.11	0.61	Neural Network (Specific Model)	11	0.848	223601	325.28928428628546	5748223	0.68	5002	None
genome_631	100.0	23.72	Neural Network (Specific Model)	11	0.897	2222638	307.6922123015873	4137631	0.38	4032	None
genome_632	58.12	0.0	Neural Network (Specific Model)	11	0.879	457229	306.55917480998914	2886698	0.5	2763	None
genome_633	50.55	0.0	Neural Network (Specific Model)	11	0.897	1343801	305.6565579984837	1343801	0.54	1319	None
genome_64	100.0	50.76	Gradient Boost (General Model)	11	0.886	712125	323.65030933633295	7776450	0.59	7112	None
genome_641	59.66	0.02	Neural Network (Specific Model)	11	0.85	371342	313.28604294478527	2876727	0.64	2608	None
genome_644	100.0	56.77	Gradient Boost (General Model)	11	0.846	17740	278.88456246560264	7167627	0.45	7268	None
genome_645	84.12	0.73	Neural Network (Specific Model)	11	0.854	93707	332.17521939610293	7831020	0.71	6723	None
genome_648	70.92	8.87	Neural Network (Specific Model)	4	0.892	279774	346.6188118811881	1408040	0.39	1212	None
genome_649	100.0	35.46	Neural Network (Specific Model)	11	0.852	3327984	296.5732663316583	5180218	0.47	4975	None
genome_650	100.0	14.9	Neural Network (Specific Model)	11	0.852	2869088	292.7701902748414	4858931	0.45	4730	None
genome_665	100.0	38.29	Neural Network (Specific Model)	11	0.909	563081	297.16755447941887	4036765	0.46	4130	None
genome_667	100.0	7.81	Neural Network (Specific Model)	11	0.841	2738397	301.94607087827427	3488083	0.37	3245	None
genome_678	81.8	29.68	Neural Network (Specific Model)	11	0.893	20544	304.2451084082496	3853336	0.6	3782	None
genome_687	100.0	51.69	Gradient Boost (General Model)	11	0.899	3712562	328.7457056247895	6503929	0.62	5938	None
genome_69	87.95	9.24	Neural Network (Specific Model)	11	0.893	48028	305.11548442906576	2360721	0.6	2312	None
genome_690	79.18	13.77	Gradient Boost (General Model)	11	0.888	281921	323.1943462897527	4933797	0.61	4528	None
genome_693	100.0	70.85	Gradient Boost (General Model)	11	0.903	4128172	318.5429760367341	7359933	0.55	6969	None
genome_695	100.0	29.76	Neural Network (Specific Model)	11	0.873	3210252	297.4959984756098	5350718	0.56	5248	None
genome_698	86.3	30.15	Neural Network (Specific Model)	11	0.873	96748	303.54842239649827	5709990	0.51	5483	None
genome_702	75.84	0.5	Neural Network (Specific Model)	11	0.845	328481	267.22493419478343	3956562	0.35	4179	None
genome_703	96.29	37.28	Gradient Boost (General Model)	11	0.864	386698	301.6436506207798	4800985	0.45	4591	None
genome_713	74.54	0.7	Neural Network (Specific Model)	11	0.88	89455	313.3010033444816	4145081	0.57	3887	None
genome_715	100.0	24.67	Gradient Boost (General Model)	11	0.893	531933	311.5050298062593	5601726	0.48	5368	None
genome_718	99.93	1.27	Neural Network (Specific Model)	11	0.898	1937883	318.0560897435897	1985268	0.54	1872	None
genome_721	99.48	81.2	Neural Network (Specific Model)	11	0.919	2601150	270.3052500886839	4958597	0.47	5638	None
genome_722	81.1	0.01	Neural Network (Specific Model)	11	0.876	89290	310.7698833510074	4008303	0.51	3772	None
genome_726	71.23	0.19	Gradient Boost (General Model)	11	0.897	137526	351.1089211618257	2260518	0.58	1928	None
genome_731	74.57	1.29	Neural Network (Specific Model)	11	0.828	997521	285.3486590038314	1884058	0.51	1827	None
genome_732	87.42	43.3	Neural Network (Specific Model)	11	0.906	478738	303.4917672886937	5478098	0.63	5466	None
genome_745	100.0	86.51	Neural Network (Specific Model)	11	0.855	19488	306.9491351843423	9449701	0.37	8788	None
genome_748	99.95	19.9	Neural Network (Specific Model)	11	0.894	959465	298.1080237277552	3192926	0.51	3203	None
genome_750	93.37	32.43	Gradient Boost (General Model)	11	0.871	197151	292.48070739549837	4999037	0.5	4976	None
genome_753	88.19	18.88	Gradient Boost (General Model)	11	0.89	95834	306.4503619441572	3982857	0.42	3868	None
genome_755	99.97	0.05	Neural Network (Specific Model)	11	0.868	1773016	347.3091190108192	2327492	0.59	1941	None
genome_757	98.2	17.77	Neural Network (Specific Model)	11	0.887	1009587	317.72948090107735	5475290	0.57	5105	None
genome_76	75.62	0.02	Neural Network (Specific Model)	11	0.842	277049	305.66922654964344	1983300	0.33	1823	None
genome_766	61.23	0.08	Neural Network (Specific Model)	11	0.91	915605	309.3450395083407	1158282	0.39	1139	None
genome_776	90.88	0.18	Neural Network (Specific Model)	11	0.894	151397	326.3798589766769	6048367	0.66	5531	None
genome_777	93.03	7.84	Neural Network (Specific Model)	11	0.846	68012	277.2142426071213	4863727	0.46	4971	None
genome_782	100.0	34.72	Neural Network (Specific Model)	11	0.854	2198497	313.8982164821648	3580097	0.52	3252	None
genome_784	81.33	18.69	Neural Network (Specific Model)	11	0.859	7962	273.2364217252396	2979529	0.51	3130	None
genome_786	83.28	0.09	Neural Network (Specific Model)	11	0.892	148113	316.3889728096677	4218496	0.55	3972	None
genome_793	100.0	1.12	Neural Network (Specific Model)	11	0.878	3999531	314.494332818135	4165581	0.39	3882	None
genome_794	100.0	89.74	Gradient Boost (General Model)	11	0.876	5283387	314.0968560397132	9739997	0.45	9065	None
genome_800	94.31	14.11	Gradient Boost (General Model)	11	0.867	82251	299.96044657097286	3246849	0.49	3135	None
genome_804	93.64	0.49	Neural Network (Specific Model)	11	0.828	1446450	276.3339362423694	4426141	0.38	4423	None
genome_808	99.92	0.04	Neural Network (Specific Model)	11	0.629	1342862	328.44788441692464	1516355	0.27	969	None
genome_809	82.03	0.1	Neural Network (Specific Model)	11	0.871	592830	307.62863647862383	4178793	0.5	3953	None
genome_816	99.99	0.0	Neural Network (Specific Model)	11	0.928	662480	325.1349971639251	1848474	0.64	1763	None
genome_819	56.72	2.14	Neural Network (Specific Model)	11	0.883	320080	307.3389175257732	1619226	0.42	1552	None
genome_82	89.63	36.47	Gradient Boost (General Model)	11	0.848	161240	293.60844394238916	7337700	0.4	7082	None
genome_823	94.78	22.21	Gradient Boost (General Model)	11	0.884	46686	306.57583371402467	4548177	0.59	4378	None
genome_825	79.55	21.19	Neural Network (Specific Model)	11	0.861	73032	332.3385719166382	3382715	0.43	2927	None
genome_827	81.06	15.31	Gradient Boost (General Model)	11	0.851	78243	304.70296448488403	3655884	0.47	3407	None
genome_830	100.0	41.83	Neural Network (Specific Model)	11	0.869	92970	302.12461107654013	6692308	0.51	6428	None
genome_848	100.0	87.89	Gradient Boost (General Model)	11	0.885	159719	296.53171552138394	8344486	0.47	8324	None
genome_851	79.18	17.51	Neural Network (Specific Model)	11	0.866	31915	301.323709852039	2888470	0.4	2771	None
genome_852	99.71	25.31	Neural Network (Specific Model)	11	0.872	94456	287.80784789644014	4887378	0.44	4944	None
genome_858	100.0	23.42	Neural Network (Specific Model)	11	0.86	817369	287.908008109478	3956094	0.36	3946	None
genome_863	79.3	8.83	Gradient Boost (General Model)	11	0.902	164391	347.4203413940256	3243401	0.4	2812	None
genome_869	68.77	0.12	Neural Network (Specific Model)	11	0.883	369631	321.22782386726226	3414972	0.51	3134	None
genome_871	100.0	51.19	Neural Network (Specific Model)	11	0.856	871633	296.0306506849315	6052955	0.41	5840	None
genome_873	79.45	10.87	Gradient Boost (General Model)	11	0.894	38603	275.51845580765325	2723349	0.34	2953	None
genome_877	88.09	1.78	Neural Network (Specific Model)	11	0.887	56395	328.2805900621118	7138829	0.72	6440	None
genome_88	100.0	72.7	Neural Network (Specific Model)	11	0.896	4346162	305.86649807001197	7667051	0.52	7513	None
genome_881	96.87	73.63	Neural Network (Specific Model)	11	0.901	1959334	314.1319932998325	9342863	0.63	8955	None
genome_882	64.75	1.66	Neural Network (Specific Model)	11	0.931	408013	303.7097791798107	1544820	0.6	1585	None
genome_897	47.41	3.01	Neural Network (Specific Model)	11	0.847	840594	320.6663669064748	1261064	0.44	1112	None
genome_90	94.02	0.6	Neural Network (Specific Model)	11	0.874	552417	310.3772498200144	2956086	0.37	2778	None
genome_911	94.95	30.36	Gradient Boost (General Model)	11	0.901	35173	335.3218295904888	6753423	0.44	6056	None
genome_913	67.09	7.37	Gradient Boost (General Model)	11	0.882	221690	291.5103305785124	1914906	0.46	1936	None
genome_914	43.47	0.9	Neural Network (Specific Model)	11	0.886	1089293	344.73155080213905	1089293	0.58	935	None
genome_926	99.07	17.54	Neural Network (Specific Model)	11	0.885	623507	308.3245771144279	5241447	0.52	5025	None
genome_929	91.88	26.98	Gradient Boost (General Model)	11	0.877	23429	293.84910030286835	5617457	0.44	5613	None
genome_931	65.79	0.2	Neural Network (Specific Model)	11	0.89	70372	319.18528138528137	1240686	0.38	1155	None
genome_933	100.0	49.13	Neural Network (Specific Model)	11	0.878	7145398	314.21700978737766	9528303	0.59	8889	None
genome_936	93.31	26.49	Gradient Boost (General Model)	11	0.896	778713	307.89868073878625	5851528	0.56	5685	None
genome_937	88.98	0.13	Neural Network (Specific Model)	11	0.834	1312596	297.2550420168067	2540276	0.33	2380	None
genome_942	52.42	0.46	Neural Network (Specific Model)	11	0.872	236617	387.80478683620044	3563307	0.58	2674	None
