# set_H_ncbi — 400 unique dominant reference genomes, 10 independent simulations each.
# Selected by NCBI assembly_level == "Complete Genome" with NO CheckM2 filter (R1-m13 circularity safeguard).
# in_curation_pool_277k = the genome WOULD have entered the project's CheckM2-filtered reference pool.
dominant_accession	dominant_phylum	dominant_taxonomy	dominant_reference_bp	ref_index	arm	pair_id	match_level	would_pass_original_filter	checkm2_severity	ref_checkm2_completeness	ref_checkm2_contamination	ref_contig_count	ref_n50_contigs	ref_ncbi_assembly_level	canonical_key	in_train	in_val	in_test	in_kmer_selection	in_curation_pool_277k
GB_GCA_040782855.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus iniae	2367992	176	H_fail	pair_0088	species	False	severe	66.81	6.83	2	2337784	Complete Genome	040782855	False	False	False	False	False
GB_GCA_030020405.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus iniae	2415859	177	H_pass	pair_0088	species	True	pass	100.0	0.28	2	2399091	Complete Genome	030020405	False	False	False	False	True
GB_GCA_040782895.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae	1838643	178	H_fail	pair_0089	species	False	severe	83.86	3.8	1	1838643	Complete Genome	040782895	False	False	False	False	False
GB_GCA_000599965.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae	1838701	179	H_pass	pair_0089	species	True	pass	99.99	0.17	1	1838701	Complete Genome	000599965	False	False	False	False	True
GB_GCA_041026445.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__Mannheimia haemolytica	2702648	180	H_fail	pair_0090	species	False	severe	88.39	6.66	1	2702648	Complete Genome	041026445	False	False	False	False	False
RS_GCF_000422095.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__Mannheimia haemolytica	2702201	181	H_pass	pair_0090	species	True	pass	100.0	0.14	1	2702201	Complete Genome	000422095	False	False	False	False	True
GB_GCA_900478345.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	4748541	182	H_fail	pair_0091	species	False	mild	96.3	2.27	1	4748541	Complete Genome	900478345	False	False	False	False	False
RS_GCF_015241115.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	4748456	183	H_pass	pair_0091	species	True	pass	100.0	0.19	3	4685812	Complete Genome	015241115	False	False	False	False	True
GB_GCA_900635565.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	4759612	184	H_fail	pair_0092	species	False	mild	99.99	2.11	1	4759612	Complete Genome	900635565	False	False	False	False	False
RS_GCF_034491365.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	4759743	185	H_pass	pair_0092	species	True	pass	100.0	0.12	1	4759743	Complete Genome	034491365	False	False	False	False	True
GB_GCA_900635675.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella diarizonae	4930903	186	H_fail	pair_0093	species	False	moderate	93.79	3.57	1	4930903	Complete Genome	900635675	False	False	False	False	False
GB_GCA_019222725.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella diarizonae	4898223	187	H_pass	pair_0093	species	True	pass	100.0	1.47	1	4898223	Complete Genome	019222725	False	False	False	False	True
GB_GCA_947044355.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	4103834	188	H_fail	pair_0094	species	False	mild	97.71	0.0	126	45158	Complete Genome	947044355	False	False	False	False	False
RS_GCF_002507865.2	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	4484627	189	H_pass	pair_0094	species	True	pass	100.0	0.16	1	4484627	Complete Genome	002507865	False	False	False	False	True
GB_GCA_963676115.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio natriegens	3601552	190	H_fail	pair_0095	species	False	severe	76.18	0.03	1	3601552	Complete Genome	963676115	False	False	False	False	False
RS_GCF_001680025.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio natriegens	5168686	191	H_pass	pair_0095	species	True	pass	100.0	0.51	2	3241530	Complete Genome	001680025	False	False	False	False	True
RS_GCF_000239475.1	Spirochaetota	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Borreliales;f__Borreliaceae;g__Borreliella;s__Borreliella garinii	993811	192	H_fail	pair_0096	family	False	moderate	94.67	0.15	3	905534	Complete Genome	000239475	False	False	False	False	False
RS_GCF_002741845.3	Spirochaetota	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Borreliales;f__Borreliaceae;g__Borrelia;s__Borrelia miyamotoi	1432067	193	H_pass	pair_0096	family	True	pass	98.0	0.26	17	906352	Complete Genome	002741845	False	False	True	False	True
RS_GCF_000255195.1	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium diphtheriae	2484332	194	H_fail	pair_0097	species	False	mild	100.0	2.05	1	2484332	Complete Genome	000255195	False	False	False	False	False
RS_GCF_963556575.1	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium diphtheriae	2484293	195	H_pass	pair_0097	species	True	pass	100.0	0.29	1	2484293	Complete Genome	963556575	False	False	False	False	True
RS_GCF_000512205.2	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas_D;s__Sphingomonas_D sanxanigenens	6580298	196	H_fail	pair_0098	genus	False	mild	100.0	2.39	2	6205897	Complete Genome	000512205	False	False	False	False	False
RS_GCF_001717955.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas panacis	5322941	197	H_pass	pair_0098	genus	True	pass	100.0	0.58	2	5003808	Complete Genome	001717955	False	False	False	False	True
RS_GCF_000691565.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E asiatica	6484062	198	H_fail	pair_0099	species	False	moderate	100.0	7.83	1	6484062	Complete Genome	000691565	False	False	False	False	False
RS_GCF_000831585.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E asiatica	6233254	199	H_pass	pair_0099	species	True	pass	100.0	0.45	1	6233254	Complete Genome	000831585	False	False	False	False	True
RS_GCF_000764615.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	5990738	200	H_fail	pair_0100	species	False	mild	100.0	2.19	5	5317001	Complete Genome	000764615	False	False	False	False	False
RS_GCF_013736155.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	5990576	201	H_pass	pair_0100	species	True	pass	100.0	1.58	9	5342507	Complete Genome	013736155	False	False	False	False	True
RS_GCF_000770495.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia mallei	7337621	202	H_fail	pair_0101	species	False	mild	100.0	2.09	2	4110442	Complete Genome	000770495	False	False	False	False	False
RS_GCF_002111265.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia mallei	7343602	203	H_pass	pair_0101	species	True	pass	100.0	1.53	2	4077668	Complete Genome	002111265	False	False	False	False	True
RS_GCF_000962775.1	Spirochaetota	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Borreliales;f__Borreliaceae;g__Borreliella;s__Borreliella afzelii	1309078	204	H_fail	pair_0102	family	False	moderate	95.98	0.29	14	905949	Complete Genome	000962775	False	False	False	False	False
RS_GCF_002741805.2	Spirochaetota	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Borreliales;f__Borreliaceae;g__Borrelia;s__Borrelia miyamotoi	1464580	205	H_pass	pair_0102	family	True	pass	98.16	0.29	18	906316	Complete Genome	002741805	False	False	True	False	True
RS_GCF_000970225.1	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	4154344	206	H_fail	pair_0103	genus	False	mild	99.99	2.17	1	4154344	Complete Genome	000970225	False	False	False	False	False
RS_GCF_000970025.1	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina barkeri	4574907	207	H_pass	pair_0103	genus	True	pass	99.88	0.94	2	4533209	Complete Genome	000970025	False	False	True	False	True
RS_GCF_001559035.2	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella bacilliformis	1443410	208	H_fail	pair_0104	genus	False	mild	100.0	2.71	1	1443410	Complete Genome	001559035	False	False	False	False	False
RS_GCF_001281405.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella ancashensis	1467695	209	H_pass	pair_0104	genus	True	pass	100.0	0.03	1	1467695	Complete Genome	001281405	False	False	False	False	True
RS_GCF_001650295.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	5831209	210	H_fail	pair_0105	species	False	mild	100.0	2.06	1	5831209	Complete Genome	001650295	False	False	False	False	False
RS_GCF_029674645.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	5833592	211	H_pass	pair_0105	species	True	pass	100.0	0.47	9	5256017	Complete Genome	029674645	False	False	False	False	True
RS_GCF_001831455.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella;s__Bordetella pertussis	4386396	212	H_fail	pair_0106	species	False	mild	99.87	3.06	1	4386396	Complete Genome	001831455	False	False	False	False	False
RS_GCF_032278865.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Bordetella;s__Bordetella pertussis	4270955	213	H_pass	pair_0106	species	True	pass	99.92	0.69	1	4270955	Complete Genome	032278865	False	False	False	False	True
RS_GCF_002006355.2	Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_S;s__Clostridium_S felsineum	5242194	214	H_fail	pair_0107	genus	False	mild	100.0	3.05	3	4885251	Complete Genome	002006355	False	False	False	False	False
RS_GCF_030585505.1	Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AD;s__Clostridium_AD estertheticum	5255814	215	H_pass	pair_0107	genus	True	pass	100.0	1.34	5	4744016	Complete Genome	030585505	False	False	False	False	True
RS_GCF_002007625.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium	3280732	216	H_fail	pair_0108	species	False	mild	100.0	3.93	5	3009007	Complete Genome	002007625	False	False	False	False	False
RS_GCF_900092475.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium	3272427	217	H_pass	pair_0108	species	True	pass	100.0	1.77	6	2888087	Complete Genome	900092475	False	False	False	False	True
RS_GCF_002055515.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter calcoaceticus	4115994	218	H_fail	pair_0109	species	False	mild	100.0	3.45	2	4110074	Complete Genome	002055515	False	False	False	False	False
RS_GCF_021165835.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter calcoaceticus	3966524	219	H_pass	pair_0109	species	True	pass	100.0	0.67	1	3966524	Complete Genome	021165835	False	False	False	False	True
RS_GCF_002073595.2	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria meningitidis	2273276	220	H_fail	pair_0110	species	False	mild	100.0	2.36	1	2273276	Complete Genome	002073595	False	False	False	False	False
RS_GCF_003355435.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria meningitidis	2280611	221	H_pass	pair_0110	species	True	pass	100.0	0.02	1	2280611	Complete Genome	003355435	False	False	False	False	True
RS_GCF_002095995.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmoidaceae;g__Mycoplasmoides;s__Mycoplasmoides pneumoniae	816433	222	H_fail	pair_0111	species	False	mild	97.15	0.11	1	816433	Complete Genome	002095995	False	False	False	False	False
RS_GCF_002096015.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmoidaceae;g__Mycoplasmoides;s__Mycoplasmoides pneumoniae	816433	223	H_pass	pair_0111	species	True	pass	98.35	0.11	1	816433	Complete Genome	002096015	False	False	False	False	True
RS_GCF_002151485.1	Spirochaetota	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Borreliales;f__Borreliaceae;g__Borreliella;s__Borreliella burgdorferi	1301554	224	H_fail	pair_0112	family	False	mild	96.59	0.19	11	910728	Complete Genome	002151485	False	False	False	False	False
RS_GCF_004353465.2	Spirochaetota	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Borreliales;f__Borreliaceae;g__Borrelia;s__Borrelia miyamotoi	1545852	225	H_pass	pair_0112	family	True	pass	98.56	0.37	21	906441	Complete Genome	004353465	False	False	True	False	True
RS_GCF_002208175.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia gladioli	8854837	226	H_fail	pair_0113	species	False	mild	100.0	3.54	5	4668350	Complete Genome	002208175	False	False	False	False	False
RS_GCF_000194745.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia gladioli	9052299	227	H_pass	pair_0113	species	True	pass	100.0	1.74	6	3700833	Complete Genome	000194745	False	False	False	False	True
RS_GCF_002214445.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Metamycoplasma;s__Metamycoplasma hyosynoviae	863547	228	H_fail	pair_0114	genus	False	mild	96.2	0.05	1	863547	Complete Genome	002214445	False	False	False	False	False
RS_GCF_900476125.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__Metamycoplasma;s__Metamycoplasma alkalescens	821059	229	H_pass	pair_0114	genus	True	pass	99.81	0.68	1	821059	Complete Genome	900476125	False	False	False	False	True
RS_GCF_002234575.2	Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster bolteae	6614036	230	H_fail	pair_0115	family	False	moderate	99.99	4.39	2	6570176	Complete Genome	002234575	False	False	False	False	False
RS_GCF_013112015.1	Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia pseudococcoides	5498201	231	H_pass	pair_0115	family	True	pass	100.0	1.05	1	5498201	Complete Genome	013112015	False	False	False	False	True
RS_GCF_002257695.2	Bacillota	d__Bacteria;p__Bacillota;c__Negativicutes;o__Sporomusales;f__Sporomusaceae;g__Sporomusa;s__Sporomusa acidovorans	5955502	232	H_fail	pair_0116	genus	False	moderate	100.0	6.45	1	5955502	Complete Genome	002257695	False	False	False	False	False
RS_GCF_001941975.2	Bacillota	d__Bacteria;p__Bacillota;c__Negativicutes;o__Sporomusales;f__Sporomusaceae;g__Sporomusa;s__Sporomusa sphaeroides	5015343	233	H_pass	pair_0116	genus	True	pass	99.99	1.17	2	4956256	Complete Genome	001941975	False	False	False	False	True
RS_GCF_003073695.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas paraeruginosa	7245771	234	H_fail	pair_0117	species	False	mild	100.0	2.91	4	6584825	Complete Genome	003073695	False	False	False	False	False
RS_GCF_006971785.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas paraeruginosa	6712466	235	H_pass	pair_0117	species	True	pass	100.0	1.31	2	6527298	Complete Genome	006971785	False	False	False	False	True
RS_GCF_003957785.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium	3158418	236	H_fail	pair_0118	species	False	mild	100.0	2.29	7	2876110	Complete Genome	003957785	False	False	False	False	False
GB_GCA_015356095.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium	3156539	237	H_pass	pair_0118	species	True	pass	98.38	1.01	13	2877937	Complete Genome	015356095	False	False	False	False	True
RS_GCF_003991565.1	Bacteroidota	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas faecalis	4976422	238	H_fail	pair_0119	genus	False	moderate	99.99	4.9	2	4925405	Complete Genome	003991565	False	False	False	False	False
RS_GCF_025148635.1	Bacteroidota	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__Butyricimonas virosa	4813254	239	H_pass	pair_0119	genus	True	pass	100.0	2.0	1	4813254	Complete Genome	025148635	False	False	False	False	True
RS_GCF_004117095.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__NBRC-103111;g__Paenibacillus_F;s__Paenibacillus_F chitinolyticus	6509090	240	H_fail	pair_0120	genus	False	mild	98.53	2.03	1	6509090	Complete Genome	004117095	False	False	False	False	False
RS_GCF_036884255.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp001426865	6534616	241	H_pass	pair_0120	genus	True	pass	100.0	0.0	1	6534616	Complete Genome	036884255	False	False	False	False	True
RS_GCF_005221345.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium sp900012625	5996243	242	H_fail	pair_0121	genus	False	moderate	100.0	4.36	6	2262814	Complete Genome	005221345	False	False	False	False	False
RS_GCF_013318015.2	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium tumefaciens_J	6002464	243	H_pass	pair_0121	genus	True	pass	100.0	0.85	6	2137456	Complete Genome	013318015	False	False	False	False	True
RS_GCF_006337085.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella faecalis	2987884	244	H_fail	pair_0122	family	False	mild	97.66	1.68	1	2987884	Complete Genome	006337085	False	False	False	False	False
RS_GCF_030520125.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Advenella_A;s__Advenella_A alkanexedens	3035996	245	H_pass	pair_0122	family	True	pass	100.0	0.31	1	3035996	Complete Genome	030520125	False	False	False	False	True
RS_GCF_008254045.1	Planctomycetota	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Limnoglobus;s__Limnoglobus roseus	9378099	246	H_fail	pair_0123	class	False	moderate	94.31	1.61	1	9378099	Complete Genome	008254045	False	False	False	False	False
RS_GCF_038443385.1	Planctomycetota	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Stieleria;s__Stieleria varia	9719866	247	H_pass	pair_0123	class	True	pass	99.99	1.94	1	9719866	Complete Genome	038443385	False	False	True	False	True
RS_GCF_008802915.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus fermentum	2267305	248	H_fail	pair_0124	species	False	moderate	99.99	5.6	1	2267305	Complete Genome	008802915	False	False	False	False	False
RS_GCF_001941785.1	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus fermentum	2272328	249	H_pass	pair_0124	species	True	pass	99.87	0.74	4	2176678	Complete Genome	001941785	False	False	False	False	True
RS_GCF_009646095.1	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Raineyella;s__Raineyella fluvialis	3649865	250	H_fail	pair_0125	family	False	mild	100.0	2.32	1	3649865	Complete Genome	009646095	False	False	False	False	False
RS_GCF_001441165.1	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Acidipropionibacterium;s__Acidipropionibacterium acidipropionici	3651382	251	H_pass	pair_0125	family	True	pass	100.0	0.17	1	3651382	Complete Genome	001441165	False	False	False	False	True
RS_GCF_009662475.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus;s__Acidithiobacillus thiooxidans	3415726	252	H_fail	pair_0126	genus	False	mild	100.0	2.32	1	3415726	Complete Genome	009662475	False	False	False	False	False
RS_GCF_013462805.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus;s__Acidithiobacillus ferrooxidans	3257037	253	H_pass	pair_0126	genus	True	pass	99.99	1.86	2	3209933	Complete Genome	013462805	False	False	False	False	True
RS_GCF_009688985.1	Desulfobacterota	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfosarcina;s__Desulfosarcina ovata	8413530	254	H_fail	pair_0127	order	False	moderate	99.69	8.78	3	8261151	Complete Genome	009688985	False	False	False	False	False
RS_GCF_000307105.1	Desulfobacterota	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacula;s__Desulfobacula toluolica	5197905	255	H_pass	pair_0127	order	True	pass	100.0	1.56	1	5197905	Complete Genome	000307105	False	False	True	False	True
RS_GCF_010669305.1	Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Aminipila;s__Aminipila butyrica	3334849	256	H_fail	pair_0128	genus	False	moderate	95.16	0.89	1	3334849	Complete Genome	010669305	False	False	False	False	False
RS_GCF_004103735.1	Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Aminipila;s__Aminipila luticellarii	2750839	257	H_pass	pair_0128	genus	True	pass	98.3	0.81	1	2750839	Complete Genome	004103735	False	False	False	False	True
RS_GCF_011801225.1	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Clavibacter;s__Clavibacter capsici	3245347	258	H_fail	pair_0129	genus	False	moderate	94.99	0.7	2	3102272	Complete Genome	011801225	False	False	False	False	False
RS_GCF_021952865.1	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Clavibacter;s__Clavibacter californiensis	3243492	259	H_pass	pair_0129	genus	True	pass	100.0	0.07	2	3165486	Complete Genome	021952865	False	False	False	False	True
RS_GCF_013001025.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium yanoikuyae_A	5943960	260	H_fail	pair_0130	species	False	mild	100.0	3.16	4	5232360	Complete Genome	013001025	False	False	False	False	False
RS_GCF_003697265.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium yanoikuyae	5929589	261	H_pass	pair_0130	species	True	pass	100.0	0.65	4	5172777	Complete Genome	003697265	False	False	False	False	True
RS_GCF_013285285.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Glaesserella;s__Glaesserella parasuis	2570730	262	H_fail	pair_0131	species	False	mild	100.0	2.53	4	2520015	Complete Genome	013285285	False	False	False	False	False
RS_GCF_013373555.1	Pseudomonadota	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Glaesserella;s__Glaesserella parasuis	2479222	263	H_pass	pair_0131	species	True	pass	100.0	0.49	1	2479222	Complete Genome	013373555	False	False	False	False	True
